NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Rmag,Separation_arcsec
132806,20.348,9256.297,15162.843,0.938,2.087,9.510,-32.853,9.510,-32.853,19.013,0.535
132851,17.923,16120.635,15116.805,0.933,2.350,9.056,-32.854,9.056,-32.854,17.131,0.427
132935,20.473,3280.664,15185.605,0.973,2.089,9.905,-32.851,9.905,-32.851,19.893,0.607
133071,17.724,2309.124,15072.342,0.861,2.219,9.969,-32.857,9.970,-32.857,17.269,0.501
133095,14.416,16301.228,14911.143,0.977,3.483,9.044,-32.866,9.044,-32.866,13.663,0.459
133181,19.730,6694.217,15202.690,0.920,2.168,9.679,-32.850,9.680,-32.850,19.154,0.465
133230,18.278,16779.445,15155.285,0.923,2.399,9.013,-32.852,9.013,-32.852,17.880,0.433
133256,19.053,4731.434,15202.728,0.894,2.117,9.809,-32.850,9.809,-32.850,18.425,0.585
133315,21.781,4480.079,15255.726,0.980,1.922,9.826,-32.847,9.826,-32.847,19.852,0.590
133345,19.458,5827.711,15228.449,0.927,2.087,9.737,-32.849,9.737,-32.849,17.886,0.421
133467,20.448,14665.181,15260.971,0.935,2.311,9.152,-32.847,9.152,-32.847,19.156,0.411
133546,18.827,7732.342,15243.440,0.950,2.156,9.611,-32.848,9.611,-32.848,18.322,0.551
133558,21.155,12398.626,15276.202,0.987,2.055,9.302,-32.846,9.302,-32.846,19.760,0.314
133626,17.990,16893.193,15226.104,0.934,2.445,9.005,-32.848,9.005,-32.848,16.787,0.433
133755,18.836,7829.715,15072.164,0.911,2.539,9.604,-32.858,9.604,-32.858,18.512,0.585
133844,14.936,7870.685,15043.336,0.997,2.863,9.602,-32.859,9.602,-32.859,14.192,0.571
133962,17.370,8991.466,15231.064,0.865,2.208,9.528,-32.849,9.528,-32.849,16.818,0.579
133967,15.375,2477.565,15118.309,0.996,2.568,9.958,-32.854,9.958,-32.854,14.746,0.521
134082,19.456,7939.259,15332.949,0.916,2.128,9.597,-32.843,9.597,-32.843,18.901,0.582
134278,20.539,9755.566,15375.392,0.974,2.000,9.477,-32.841,9.477,-32.841,18.650,0.379
134308,18.849,3351.330,15300.550,0.844,2.325,9.900,-32.844,9.901,-32.844,17.299,0.511
134472,15.887,9218.309,15209.203,0.882,2.310,9.513,-32.850,9.513,-32.850,15.476,0.489
134503,15.466,14364.469,19995.717,0.997,2.699,9.173,-32.584,9.173,-32.584,15.004,0.163
134659,16.064,15673.214,18922.981,0.998,2.521,9.087,-32.643,9.087,-32.643,15.623,0.521
134663,20.565,11453.500,18965.377,0.960,2.159,9.365,-32.641,9.365,-32.641,18.515,0.734
134729,16.355,7592.644,19021.922,0.962,2.477,9.620,-32.638,9.620,-32.638,15.677,0.534
134730,15.485,6502.979,18877.238,0.998,2.370,9.692,-32.646,9.692,-32.646,15.023,0.449
134749,15.351,3115.694,18085.668,0.997,2.459,9.915,-32.690,9.916,-32.690,14.413,0.593
134755,21.189,6745.304,17403.385,0.911,2.379,9.676,-32.728,9.676,-32.728,20.337,0.493
134811,21.014,7777.855,17391.541,0.975,2.142,9.608,-32.729,9.608,-32.729,19.258,0.588
134870,14.058,5404.095,17794.264,0.980,4.395,9.764,-32.706,9.764,-32.706,13.357,0.356
134887,15.384,7659.849,17323.141,0.998,2.431,9.615,-32.733,9.616,-32.733,14.093,0.535
134890,16.494,8135.265,17536.979,0.990,2.326,9.584,-32.721,9.584,-32.721,15.097,0.543
134992,20.771,17057.412,17360.295,0.920,2.431,8.995,-32.729,8.995,-32.730,19.420,0.449
135028,20.572,8362.509,17352.197,0.943,2.145,9.569,-32.731,9.569,-32.731,19.600,0.642
135039,21.444,4208.541,17399.006,0.981,2.084,9.843,-32.728,9.843,-32.728,19.603,0.525
135227,20.972,11362.708,17249.719,0.948,2.226,9.371,-32.737,9.371,-32.737,19.081,0.538
135329,20.095,8973.461,17313.156,0.913,2.191,9.529,-32.733,9.529,-32.733,19.348,0.632
135407,17.041,1954.126,17268.113,0.889,2.299,9.992,-32.735,9.992,-32.735,15.156,0.373
135468,14.857,7930.624,17243.963,0.992,2.992,9.598,-32.737,9.598,-32.737,14.135,0.609
135514,14.809,12306.273,16732.785,0.993,2.880,9.309,-32.765,9.309,-32.765,14.164,0.421
135629,16.034,15278.264,16960.961,0.993,2.830,9.112,-32.752,9.112,-32.752,15.747,0.427
135672,20.986,13457.951,17207.303,0.953,2.292,9.233,-32.739,9.233,-32.739,19.898,0.308
135704,19.461,4647.583,17338.209,0.921,2.212,9.814,-32.731,9.815,-32.731,18.532,0.509
135733,20.829,4702.130,17491.965,0.935,2.247,9.811,-32.723,9.811,-32.723,19.833,0.478
135769,14.521,2881.764,17288.535,0.976,3.366,9.931,-32.734,9.931,-32.734,13.861,0.460
135773,21.688,6968.881,17202.285,0.923,2.399,9.661,-32.739,9.661,-32.739,20.123,0.499
135937,20.132,3516.570,17248.928,0.907,2.255,9.889,-32.736,9.889,-32.736,19.697,0.564
135965,20.321,9241.000,17228.951,0.941,2.200,9.511,-32.738,9.511,-32.738,18.718,0.620
136003,21.538,12568.042,17176.461,0.987,2.172,9.291,-32.741,9.291,-32.741,19.484,0.388
136131,14.032,12894.386,18301.693,0.980,4.184,9.270,-32.678,9.270,-32.678,13.186,0.450
136132,21.827,3335.654,17146.795,0.982,2.073,9.901,-32.742,9.901,-32.742,19.855,0.541
136161,21.676,12836.924,17247.299,0.979,2.267,9.274,-32.737,9.274,-32.737,19.572,0.270
136295,19.548,3756.847,17122.982,0.885,2.369,9.873,-32.743,9.873,-32.743,18.004,0.470
136316,19.399,13660.171,17131.443,0.916,2.293,9.219,-32.743,9.219,-32.743,17.396,0.311
136382,20.340,3952.757,17166.912,0.925,2.211,9.860,-32.741,9.860,-32.741,18.496,0.546
136388,20.910,11050.874,17148.547,0.978,2.140,9.391,-32.742,9.392,-32.742,19.122,0.609
136399,20.972,3934.126,17146.619,0.967,2.151,9.862,-32.742,9.862,-32.742,19.823,0.570
136422,20.419,9013.285,17134.217,0.922,2.183,9.526,-32.743,9.526,-32.743,19.187,0.620
136462,18.868,9679.121,17161.856,0.870,2.230,9.482,-32.742,9.482,-32.742,18.371,0.545
136464,22.495,6361.425,17117.541,0.981,2.034,9.701,-32.744,9.701,-32.744,19.409,0.429
136635,21.638,10778.951,17116.836,0.932,2.456,9.409,-32.744,9.410,-32.744,19.613,0.588
136655,18.413,13225.385,17082.002,0.880,2.337,9.248,-32.746,9.248,-32.746,16.948,0.308
136749,18.006,4411.325,17072.732,0.920,2.255,9.830,-32.746,9.830,-32.746,17.488,0.525
136854,11.716,15365.065,17059.295,0.845,16.606,9.107,-32.747,9.107,-32.747,10.745,0.701
136987,15.099,11301.010,16999.555,0.997,2.679,9.375,-32.750,9.375,-32.751,14.323,0.605
136996,15.951,9400.397,17078.027,0.998,2.286,9.500,-32.746,9.501,-32.746,14.990,0.569
137117,15.075,10838.831,17121.285,0.995,2.686,9.405,-32.744,9.406,-32.744,14.284,0.594
137134,15.837,4514.414,17001.408,0.951,2.138,9.823,-32.750,9.823,-32.750,15.423,0.541
137205,17.004,8785.093,17003.445,0.982,2.306,9.541,-32.750,9.541,-32.750,16.419,0.649
137251,19.369,2145.023,17031.539,0.912,2.215,9.980,-32.748,9.980,-32.748,18.569,0.433
137419,20.235,13510.433,17008.912,0.904,2.303,9.229,-32.750,9.229,-32.750,19.080,0.292
137428,17.323,14659.133,17322.580,0.975,2.495,9.153,-32.732,9.153,-32.732,16.825,0.497
137513,18.622,9216.473,16978.986,0.858,2.251,9.513,-32.752,9.513,-32.752,18.005,0.600
137525,20.984,4785.839,16991.506,0.954,2.213,9.805,-32.751,9.805,-32.751,19.169,0.480
137645,15.569,13334.137,16943.412,0.998,2.278,9.241,-32.753,9.241,-32.753,15.084,0.325
137682,17.606,6303.584,16956.664,0.934,2.231,9.705,-32.753,9.705,-32.753,16.413,0.410
137692,14.803,15093.857,17742.231,0.988,2.979,9.125,-32.709,9.125,-32.709,14.054,0.565
137743,18.081,5614.003,16995.271,0.877,2.270,9.751,-32.751,9.751,-32.751,17.393,0.462
137751,20.104,9048.947,16985.488,0.931,2.157,9.524,-32.751,9.524,-32.751,19.659,0.627
137851,18.450,2778.114,16946.736,0.875,2.259,9.938,-32.753,9.938,-32.753,17.875,0.479
137893,20.677,9543.055,16944.344,0.967,2.097,9.491,-32.754,9.491,-32.754,19.521,0.541
138078,18.595,16571.578,16935.131,0.945,2.418,9.027,-32.753,9.027,-32.753,17.631,0.418
138197,18.247,13013.315,16902.615,0.974,2.317,9.262,-32.756,9.262,-32.756,17.573,0.325
138201,20.012,5203.880,16920.273,0.915,2.177,9.778,-32.755,9.778,-32.755,18.372,0.508
138323,17.748,2620.396,16894.992,0.991,2.265,9.948,-32.756,9.948,-32.756,17.025,0.454
138415,20.328,4721.750,16999.215,0.950,2.163,9.810,-32.750,9.810,-32.750,18.423,0.531
138482,20.958,3792.642,16897.340,0.944,2.232,9.871,-32.756,9.871,-32.756,20.373,0.553
138518,12.274,6825.129,16905.957,0.845,11.416,9.671,-32.756,9.671,-32.756,11.208,0.220
138519,20.931,5129.369,16874.791,0.960,2.146,9.783,-32.757,9.783,-32.757,19.960,0.497
138663,15.340,5831.484,16769.685,0.996,2.443,9.736,-32.763,9.736,-32.763,14.604,0.473
138676,15.671,10526.410,16828.883,0.992,2.265,9.426,-32.760,9.426,-32.760,15.150,0.511
138701,13.035,14098.659,16902.191,0.845,7.519,9.190,-32.756,9.190,-32.756,12.222,0.647
138716,21.080,11180.330,16855.889,0.979,2.106,9.383,-32.758,9.383,-32.759,19.267,0.587
138744,19.139,7806.514,16856.848,0.866,2.201,9.606,-32.758,9.606,-32.759,17.835,0.572
138801,20.982,2150.370,16478.969,0.956,2.176,9.980,-32.779,9.980,-32.779,19.343,0.420
138803,17.582,5219.060,16980.008,0.865,2.283,9.777,-32.751,9.777,-32.751,17.008,0.459
138812,16.088,7689.808,16842.604,0.983,2.385,9.614,-32.759,9.614,-32.759,15.608,0.552
138882,19.581,10022.082,16827.734,0.871,2.249,9.459,-32.760,9.460,-32.760,18.950,0.452
138943,19.062,4218.085,16809.019,0.874,2.230,9.843,-32.761,9.843,-32.761,17.982,0.540
139034,18.808,13646.388,16777.481,0.974,2.326,9.220,-32.763,9.220,-32.763,17.901,0.316
139105,18.549,5907.368,16682.068,0.870,42.727,9.731,-32.768,9.731,-32.768,19.434,0.477
139178,20.347,14573.331,16778.518,0.930,2.257,9.159,-32.762,9.159,-32.762,18.549,0.390
139230,20.319,16881.695,16989.287,0.865,2.465,9.006,-32.750,9.006,-32.750,18.534,0.384
139295,21.063,10030.298,16783.572,0.915,2.272,9.459,-32.763,9.459,-32.763,20.193,0.499
139386,12.367,8101.019,16363.783,0.845,12.157,9.586,-32.786,9.587,-32.786,11.310,1.156
139435,20.772,13094.506,16763.269,0.937,2.237,9.256,-32.763,9.257,-32.764,20.654,0.315
139469,19.485,10916.261,16851.555,0.927,2.615,9.400,-32.759,9.401,-32.759,18.713,0.502
139497,20.362,16594.215,16755.930,0.884,2.422,9.025,-32.763,9.025,-32.763,19.144,0.438
139605,15.797,9204.574,16702.383,0.982,2.214,9.513,-32.767,9.514,-32.767,15.347,0.606
139608,19.711,7409.720,16741.076,0.921,2.199,9.632,-32.765,9.632,-32.765,18.100,0.518
139629,16.977,16280.123,16765.387,0.990,2.513,9.046,-32.763,9.046,-32.763,16.512,0.412
139651,18.045,2229.251,16778.791,0.921,2.362,9.974,-32.762,9.974,-32.762,17.643,0.427
139657,20.881,9311.934,16720.781,0.975,2.112,9.506,-32.766,9.506,-32.766,20.280,0.558
139726,20.551,9941.244,16730.328,0.948,2.109,9.465,-32.766,9.465,-32.766,19.202,0.494
139817,20.331,6599.412,16712.246,0.910,2.150,9.686,-32.766,9.686,-32.767,19.629,0.463
139828,14.656,3111.374,16673.266,0.989,3.164,9.916,-32.768,9.916,-32.768,14.002,0.539
139884,13.611,5948.268,16744.238,0.969,5.558,9.729,-32.765,9.729,-32.765,12.853,0.457
139917,18.620,5571.850,16709.705,0.943,2.191,9.753,-32.766,9.754,-32.767,17.195,0.453
139944,16.549,2231.167,16744.273,0.982,2.315,9.974,-32.764,9.974,-32.764,15.958,0.422
139999,18.763,3529.780,16664.773,0.922,2.214,9.888,-32.769,9.888,-32.769,18.193,0.561
140064,16.930,12128.762,16670.428,0.947,2.277,9.320,-32.769,9.320,-32.769,15.938,0.411
140067,16.091,2399.455,16701.344,0.995,2.445,9.963,-32.766,9.963,-32.766,15.567,0.410
140240,17.019,6042.826,16723.619,0.949,2.304,9.722,-32.766,9.722,-32.766,15.963,0.454
140283,20.127,10295.832,16656.637,0.933,2.177,9.441,-32.770,9.441,-32.770,19.494,0.478
140300,19.575,17105.535,16641.539,0.870,2.522,8.991,-32.769,8.992,-32.769,18.808,0.438
140497,20.229,6462.991,16627.606,0.946,2.187,9.695,-32.771,9.695,-32.771,19.792,0.460
140552,13.173,7541.660,16538.644,0.846,7.137,9.623,-32.776,9.623,-32.776,12.321,0.621
140596,14.887,17176.793,16669.582,0.979,2.919,8.987,-32.768,8.987,-32.768,14.094,0.464
140622,15.560,9506.428,16693.699,0.998,2.255,9.493,-32.768,9.494,-32.768,15.099,0.530
140726,20.715,7110.004,17331.512,0.980,2.181,9.652,-32.732,9.652,-32.732,19.532,0.471
140784,19.414,3155.450,16592.887,0.866,2.237,9.913,-32.772,9.913,-32.773,18.454,0.501
140915,18.883,8898.039,16568.391,0.889,2.201,9.534,-32.775,9.534,-32.775,17.235,0.588
140925,21.637,8972.495,16577.014,0.981,2.053,9.529,-32.774,9.529,-32.774,19.099,0.602
141035,21.257,15604.449,16559.611,0.897,2.578,9.091,-32.774,9.091,-32.774,19.802,0.508
141144,15.244,15108.263,16576.221,0.998,2.556,9.123,-32.773,9.123,-32.774,14.611,0.469
141148,21.257,9440.324,16553.594,0.973,2.097,9.498,-32.775,9.498,-32.775,20.068,0.559
141180,19.503,16150.446,16773.982,0.888,2.418,9.055,-32.762,9.055,-32.762,17.839,0.448
141199,20.890,14917.926,16556.818,0.956,2.277,9.136,-32.775,9.136,-32.775,19.212,0.432
141250,21.151,13325.244,16582.328,0.946,2.283,9.241,-32.773,9.241,-32.774,20.468,0.350
141419,19.421,5116.568,16524.396,0.942,2.180,9.784,-32.777,9.784,-32.777,17.779,0.488
141430,21.005,8503.499,16514.146,0.949,2.170,9.560,-32.778,9.560,-32.778,19.502,0.675
141581,20.811,2386.061,16507.275,0.988,2.146,9.964,-32.777,9.964,-32.777,19.058,0.441
141628,20.579,4414.455,16495.070,0.962,2.101,9.830,-32.778,9.830,-32.778,19.063,0.462
141704,20.561,16066.762,16474.492,0.912,2.348,9.060,-32.779,9.060,-32.779,19.909,0.415
141769,20.061,11605.877,16485.342,0.915,2.221,9.355,-32.779,9.355,-32.779,19.576,0.492
141872,18.658,3686.921,16557.039,0.890,2.241,9.878,-32.775,9.878,-32.775,18.195,0.560
141939,21.117,3212.710,16439.557,0.976,2.097,9.909,-32.781,9.909,-32.781,19.287,0.553
141952,14.975,8582.482,16399.668,0.995,2.840,9.555,-32.784,9.555,-32.784,14.343,0.661
142013,18.241,9907.802,16451.318,0.914,2.224,9.467,-32.781,9.467,-32.781,17.363,0.395
142117,14.182,11233.396,16322.750,0.980,4.000,9.379,-32.788,9.380,-32.788,13.332,0.488
142124,21.017,12874.784,16393.219,0.973,2.208,9.271,-32.784,9.271,-32.784,19.762,0.317
142135,19.977,16495.621,16407.363,0.890,2.398,9.032,-32.783,9.032,-32.783,19.641,0.420
142152,18.238,8925.069,16412.844,0.923,2.211,9.532,-32.783,9.532,-32.783,17.219,0.580
142243,20.692,16028.204,16389.166,0.922,2.353,9.063,-32.784,9.063,-32.784,19.121,0.402
142257,13.709,3595.875,16186.791,0.977,5.097,9.884,-32.795,9.884,-32.795,12.969,0.563
142316,19.468,13494.467,16353.028,0.881,2.276,9.230,-32.786,9.230,-32.786,19.065,0.279
142471,20.731,12722.558,16351.766,0.927,2.248,9.281,-32.786,9.281,-32.786,19.848,0.339
142524,15.651,16150.372,16352.245,0.992,2.333,9.054,-32.786,9.055,-32.786,15.227,0.436
142630,19.004,12307.010,16327.415,0.899,2.218,9.308,-32.788,9.308,-32.788,18.372,0.340
142651,21.114,3343.981,16341.017,0.990,2.129,9.901,-32.787,9.901,-32.787,18.885,0.578
142754,13.748,5356.610,16063.820,0.970,5.102,9.768,-32.802,9.768,-32.802,12.927,0.506
142969,17.237,14304.781,16282.703,0.879,2.349,9.176,-32.790,9.176,-32.790,16.729,0.338
143075,20.868,16093.090,16282.963,0.935,2.322,9.058,-32.790,9.058,-32.790,19.966,0.436
143083,14.288,13867.147,16339.146,0.977,3.641,9.205,-32.787,9.205,-32.787,13.546,0.342
143097,21.004,16439.565,16280.475,0.894,2.485,9.035,-32.790,9.035,-32.790,21.063,0.402
143144,19.942,14037.947,16444.074,0.945,2.240,9.194,-32.781,9.194,-32.781,19.319,0.309
143331,20.218,15602.290,16241.249,0.933,2.302,9.091,-32.792,9.091,-32.792,19.679,0.420
143344,21.523,9843.086,16296.046,0.976,2.156,9.471,-32.790,9.471,-32.790,19.864,0.427
143373,17.918,9915.160,16227.594,0.936,2.191,9.466,-32.793,9.467,-32.794,17.353,0.423
143380,18.606,10640.312,16225.002,0.888,2.209,9.419,-32.794,9.419,-32.794,17.951,0.455
143390,17.711,13603.544,16293.388,0.964,2.316,9.223,-32.789,9.223,-32.790,17.159,0.274
143985,19.660,9576.438,16153.609,0.977,2.117,9.489,-32.798,9.489,-32.798,19.151,0.474
144021,20.108,6644.714,16195.892,0.891,2.233,9.683,-32.795,9.683,-32.795,19.640,0.494
144155,18.382,16270.199,16132.585,0.883,2.479,9.046,-32.798,9.047,-32.798,16.630,0.411
144234,19.862,11433.940,16101.441,0.910,2.204,9.366,-32.800,9.366,-32.800,18.341,0.438
144402,21.672,16224.444,16103.111,0.935,2.314,9.049,-32.800,9.050,-32.800,19.913,0.430
144477,17.385,7427.449,16106.072,0.991,2.236,9.631,-32.800,9.631,-32.800,15.884,0.547
144478,21.884,14115.258,16102.379,0.982,2.077,9.189,-32.800,9.189,-32.800,19.682,0.283
144492,19.948,4502.389,16133.783,0.932,2.097,9.824,-32.798,9.824,-32.798,19.220,0.556
144647,20.686,9291.540,16082.453,0.952,2.083,9.508,-32.802,9.508,-32.802,19.508,0.510
144669,21.398,12634.212,16071.793,0.959,2.178,9.287,-32.802,9.287,-32.802,19.013,0.320
144720,19.498,16674.885,16071.610,0.902,2.412,9.020,-32.801,9.020,-32.801,18.706,0.430
144754,13.273,16716.945,17367.707,0.846,6.373,9.017,-32.729,9.017,-32.729,12.369,0.536
144769,22.030,2836.139,19920.432,0.938,2.108,9.933,-32.588,9.933,-32.588,19.727,0.413
144818,14.544,5847.087,16117.139,0.983,3.351,9.735,-32.799,9.735,-32.799,13.388,0.437
144832,17.124,2236.350,16044.933,0.995,2.267,9.974,-32.803,9.974,-32.803,16.522,0.479
144943,19.787,13599.686,16134.281,0.903,2.241,9.223,-32.798,9.223,-32.798,19.345,0.281
144972,16.115,1577.450,15943.695,0.996,2.168,10.018,-32.808,10.018,-32.808,15.690,0.433
145000,21.083,16136.433,16028.981,0.912,2.343,9.055,-32.804,9.055,-32.804,20.063,0.391
145027,18.170,2560.654,16019.349,0.881,2.265,9.953,-32.804,9.953,-32.804,15.985,0.238
145080,18.736,12387.826,15998.567,0.904,2.206,9.303,-32.806,9.303,-32.806,18.253,0.328
145305,20.186,3658.651,15970.670,0.937,2.122,9.880,-32.807,9.880,-32.807,19.499,0.610
145338,19.939,4241.600,15990.311,0.936,2.115,9.841,-32.806,9.842,-32.806,19.179,0.596
145349,21.333,14001.906,15972.352,0.968,2.202,9.196,-32.807,9.196,-32.807,20.514,0.281
145387,19.619,6194.011,15994.309,0.938,2.128,9.712,-32.806,9.712,-32.806,18.122,0.388
145406,19.437,14172.488,15987.135,0.880,2.318,9.185,-32.806,9.185,-32.806,18.677,0.326
145418,21.199,11093.564,15979.943,0.919,2.766,9.389,-32.807,9.389,-32.807,18.303,0.536
145470,20.669,10994.689,15990.431,0.959,2.133,9.395,-32.807,9.395,-32.807,19.102,0.473
145490,18.120,2825.251,16056.391,0.953,2.242,9.935,-32.802,9.935,-32.802,17.553,0.549
145537,18.967,11188.876,15872.554,0.846,3.431,9.382,-32.813,9.382,-32.813,17.422,0.519
145574,20.542,15878.339,15983.836,0.957,2.286,9.072,-32.806,9.072,-32.806,19.961,0.417
145751,14.568,11156.244,15908.580,0.978,3.306,9.384,-32.811,9.385,-32.811,13.777,0.441
145819,20.752,6240.579,15926.380,0.944,2.102,9.709,-32.810,9.709,-32.810,19.891,0.448
146089,21.093,9530.940,15869.218,0.978,2.024,9.492,-32.813,9.492,-32.813,20.564,0.544
146277,19.944,2973.393,15861.228,0.904,2.145,9.925,-32.813,9.925,-32.813,18.532,0.564
146321,18.377,1671.697,15840.704,0.852,2.243,10.011,-32.814,10.011,-32.814,16.952,0.481
146354,18.849,6823.690,15826.291,0.911,2.121,9.671,-32.816,9.671,-32.816,18.401,0.482
146385,20.935,6299.303,15817.460,0.929,2.144,9.705,-32.816,9.706,-32.816,20.484,0.435
146489,18.464,2297.266,16427.560,0.963,2.218,9.970,-32.781,9.970,-32.782,17.976,0.443
146516,15.885,12734.245,15718.069,0.996,2.167,9.280,-32.822,9.280,-32.822,15.450,0.268
146517,21.675,16784.889,15811.800,0.974,2.258,9.012,-32.816,9.012,-32.816,19.778,0.420
146592,19.045,13658.560,15804.316,0.912,2.251,9.219,-32.817,9.219,-32.817,18.588,0.264
146689,17.218,3650.296,15864.752,0.988,2.228,9.881,-32.813,9.881,-32.813,16.347,0.573
146740,19.867,4612.899,15777.258,0.930,2.124,9.817,-32.818,9.817,-32.818,18.247,0.586
146762,18.661,2126.001,15772.118,0.877,2.219,9.981,-32.818,9.981,-32.818,17.523,0.450
146779,21.426,7014.796,15763.940,0.979,2.001,9.658,-32.819,9.658,-32.819,19.576,0.496
146921,21.688,16439.481,15755.374,0.959,2.221,9.035,-32.819,9.035,-32.819,19.403,0.400
146996,21.288,7483.371,15823.695,0.953,2.186,9.627,-32.816,9.627,-32.816,19.874,0.572
147096,19.388,4023.175,15724.971,0.862,2.199,9.856,-32.821,9.856,-32.821,17.392,0.559
147172,20.536,9329.953,15705.109,0.969,2.126,9.505,-32.822,9.505,-32.823,18.766,0.494
147271,16.539,10696.131,15621.350,0.995,2.233,9.415,-32.827,9.415,-32.827,16.054,0.392
147301,21.269,6113.355,15656.391,0.967,2.042,9.718,-32.825,9.718,-32.825,19.195,0.426
147302,21.752,15998.355,15752.761,0.962,2.230,9.064,-32.819,9.064,-32.819,19.973,0.424
147330,20.202,16893.666,15663.302,0.903,2.371,9.005,-32.824,9.005,-32.824,19.350,0.434
147366,16.120,12714.637,15783.487,0.903,2.355,9.281,-32.818,9.281,-32.818,15.123,0.311
147531,20.290,3401.272,15721.027,0.926,2.252,9.897,-32.821,9.897,-32.821,18.934,0.537
147548,18.158,13985.243,15746.279,0.909,2.342,9.197,-32.820,9.197,-32.820,17.433,0.289
147597,21.369,8439.570,15629.590,0.936,2.328,9.564,-32.827,9.564,-32.827,19.205,0.769
147607,14.617,13625.310,15664.984,0.984,3.153,9.221,-32.824,9.221,-32.824,13.910,0.286
147743,19.148,5598.292,15640.168,0.906,2.112,9.752,-32.826,9.752,-32.826,17.574,0.446
147748,18.612,10965.916,17300.231,0.891,2.279,9.397,-32.734,9.397,-32.734,18.152,0.611
147835,20.434,14147.566,15600.633,0.914,2.188,9.187,-32.828,9.187,-32.828,18.476,0.246
147840,21.074,4213.892,15605.155,0.970,2.104,9.843,-32.828,9.844,-32.828,19.532,0.613
147890,20.854,3742.146,15602.685,0.980,2.053,9.875,-32.828,9.875,-32.828,19.243,0.622
147974,19.674,14540.059,15588.876,0.892,2.247,9.161,-32.828,9.161,-32.829,18.506,0.360
148203,18.659,6942.033,15589.438,0.913,2.145,9.663,-32.829,9.663,-32.829,18.149,0.480
148219,21.704,5822.948,15556.914,0.980,2.008,9.737,-32.830,9.737,-32.831,20.343,0.435
148309,19.463,7243.946,15572.939,0.959,2.109,9.643,-32.830,9.643,-32.830,18.433,0.528
148334,19.157,6660.239,15607.720,0.870,2.122,9.682,-32.828,9.682,-32.828,17.522,0.472
148345,21.091,3802.647,15654.826,0.976,2.083,9.871,-32.825,9.871,-32.825,20.431,0.614
148435,21.130,6000.556,15535.811,0.979,2.045,9.725,-32.832,9.725,-32.832,19.245,0.408
148455,17.908,2901.967,15502.720,0.888,2.204,9.930,-32.833,9.930,-32.833,17.380,0.590
148567,21.191,16998.810,15518.693,0.844,2.368,8.998,-32.832,8.998,-32.832,18.627,0.378
148640,20.415,15594.638,15492.369,0.939,2.257,9.091,-32.834,9.091,-32.834,19.560,0.397
148780,14.336,1580.787,15413.835,0.974,3.982,10.018,-32.838,10.018,-32.838,13.246,0.364
148877,15.591,15317.038,15393.352,0.998,2.274,9.109,-32.839,9.109,-32.839,14.605,0.411
148905,16.141,3810.193,15367.427,0.985,2.319,9.870,-32.841,9.870,-32.841,15.238,0.622
149089,20.789,13237.409,15470.250,0.955,2.155,9.247,-32.835,9.247,-32.835,20.103,0.315
149118,19.068,5921.698,15471.726,0.889,2.118,9.730,-32.835,9.731,-32.835,18.165,0.410
149193,20.698,14121.059,15533.167,0.924,2.261,9.188,-32.832,9.188,-32.832,19.880,0.329
149200,19.051,14908.213,15416.328,0.970,2.263,9.136,-32.838,9.136,-32.838,17.212,0.357
149250,18.926,5476.402,15688.596,0.998,2.143,9.760,-32.823,9.760,-32.823,18.448,0.453
149298,20.782,9222.230,15419.626,0.974,2.038,9.512,-32.838,9.512,-32.838,19.391,0.509
149332,20.307,16239.816,15408.481,0.875,2.383,9.048,-32.838,9.048,-32.838,19.414,0.377
149334,21.290,8300.550,17335.223,0.977,2.142,9.573,-32.732,9.573,-32.732,20.003,0.624
149437,20.029,15377.468,15683.905,0.923,2.312,9.105,-32.823,9.105,-32.823,18.989,0.427
149613,19.155,13142.569,15580.992,0.883,2.219,9.253,-32.829,9.253,-32.829,18.085,0.261
149743,20.613,15950.097,15433.968,0.919,2.295,9.067,-32.837,9.068,-32.837,18.902,0.411
149941,17.044,16384.344,15279.475,0.936,2.379,9.039,-32.845,9.039,-32.845,15.553,0.385
149965,22.404,11468.675,20011.398,0.973,1.837,9.364,-32.583,9.364,-32.583,19.489,0.608
150072,16.196,3425.868,15332.097,0.843,2.318,9.896,-32.843,9.896,-32.843,15.710,0.611
150131,20.017,5985.774,19984.926,0.897,2.368,9.726,-32.585,9.726,-32.585,19.592,0.466
150141,15.228,11320.904,15295.686,0.998,2.569,9.373,-32.845,9.374,-32.845,14.576,0.341
150615,20.020,4385.461,18715.525,0.908,2.379,9.831,-32.655,9.832,-32.655,18.772,0.495
150749,20.863,10220.193,15540.205,0.978,2.021,9.446,-32.832,9.446,-32.832,19.068,0.360
151086,14.490,5996.732,15135.380,0.980,3.438,9.726,-32.854,9.726,-32.854,13.808,0.436
151119,19.755,3835.573,19962.568,0.882,2.321,9.867,-32.585,9.867,-32.586,18.446,0.552
151205,14.770,15899.206,15209.381,0.986,2.969,9.071,-32.849,9.071,-32.849,14.086,0.392
151234,20.582,12893.038,15585.058,0.957,2.159,9.270,-32.829,9.270,-32.829,19.924,0.284
151511,19.760,10098.197,19989.180,0.901,2.447,9.455,-32.584,9.455,-32.585,18.859,0.762
151622,20.716,11869.886,19946.473,0.861,2.510,9.338,-32.587,9.338,-32.587,19.204,0.425
