NUMBER,MAG_AUTO,X_IMAGE,Y_IMAGE,CLASS_STAR,FLUX_RADIUS,RA_deg,Dec_deg,GAIA_RA,GAIA_Dec,GAIA_Gmag,GAIA_StarProb,Separation_arcsec
11522,13.582,8146.038,8011.140,0.877,5.662,9.584,-33.250,9.584,-33.250,13.313,1.000,0.549
11592,15.855,9940.353,7934.655,0.995,2.077,9.465,-33.254,9.465,-33.254,15.854,1.000,0.482
11602,18.629,8963.589,7813.475,0.937,2.029,9.529,-33.261,9.530,-33.261,18.560,1.000,0.487
11604,17.963,3358.398,7826.738,0.982,2.041,9.902,-33.260,9.902,-33.260,17.961,1.000,0.555
11616,17.403,16761.535,7847.308,0.975,2.182,9.011,-33.258,9.011,-33.258,17.359,1.000,0.427
11623,18.986,15509.879,7818.541,0.941,2.070,9.095,-33.260,9.095,-33.260,18.836,1.000,0.524
11630,17.841,10100.159,7841.935,0.937,2.016,9.454,-33.259,9.454,-33.259,17.829,1.000,0.477
11632,14.741,9383.048,8013.611,0.983,3.041,9.502,-33.250,9.502,-33.250,14.520,1.000,0.421
11645,19.008,4085.442,7950.411,0.911,2.369,9.854,-33.253,9.854,-33.253,19.060,1.000,0.571
11650,19.196,13873.595,7830.685,0.978,2.011,9.203,-33.260,9.203,-33.260,19.155,1.000,0.549
11670,20.757,2889.747,7825.295,0.979,2.162,9.933,-33.260,9.933,-33.260,19.899,1.000,0.468
11682,20.854,4203.224,7827.868,0.981,1.951,9.846,-33.260,9.846,-33.260,20.653,1.000,0.601
11701,16.956,7828.672,7906.653,0.893,2.103,9.605,-33.256,9.605,-33.256,16.974,1.000,0.502
11711,15.793,11931.978,8033.780,0.982,2.071,9.332,-33.249,9.332,-33.249,15.773,1.000,0.702
11725,15.881,4081.098,7982.753,0.984,2.095,9.854,-33.251,9.854,-33.251,15.824,1.000,0.594
11738,15.817,4189.636,8039.514,0.979,2.061,9.847,-33.248,9.847,-33.248,15.825,1.000,0.608
11739,20.006,14735.961,7879.322,0.982,1.942,9.146,-33.257,9.146,-33.257,19.949,1.000,0.522
11743,18.937,7695.929,7899.266,0.958,2.047,9.614,-33.256,9.614,-33.256,18.855,1.000,0.515
11746,20.466,10796.796,7876.896,0.981,1.852,9.408,-33.257,9.408,-33.257,19.757,1.000,0.614
11767,21.305,9238.832,7883.794,0.972,1.824,9.511,-33.257,9.511,-33.257,20.497,1.000,0.476
11795,18.369,13937.215,7935.511,0.971,2.058,9.199,-33.254,9.199,-33.254,18.329,1.000,0.557
11823,17.831,4914.651,7969.641,0.926,2.025,9.798,-33.252,9.799,-33.252,17.848,1.000,0.549
11829,15.180,13161.685,8130.922,0.999,2.495,9.251,-33.243,9.251,-33.243,15.044,1.000,0.577
11891,11.820,16962.357,8560.910,0.845,16.200,8.998,-33.218,8.998,-33.218,11.259,1.000,0.290
11945,21.141,6455.149,8001.662,0.976,1.874,9.696,-33.250,9.696,-33.250,20.143,1.000,0.532
11954,20.631,13416.450,8018.142,0.943,2.215,9.234,-33.249,9.234,-33.249,20.745,1.000,0.576
11966,20.111,11912.748,8046.403,0.924,3.266,9.334,-33.248,9.334,-33.248,20.252,1.000,0.714
11977,19.061,13358.164,8047.045,0.955,2.005,9.238,-33.248,9.238,-33.248,18.863,1.000,0.609
12012,18.840,14413.810,8061.517,0.951,2.028,9.167,-33.247,9.168,-33.247,18.735,1.000,0.471
12024,13.748,16535.166,8313.373,0.865,5.292,9.027,-33.232,9.027,-33.232,13.287,1.000,0.329
12032,19.524,3977.709,8061.343,0.980,1.966,9.861,-33.247,9.861,-33.247,19.403,1.000,0.563
12043,15.223,5722.498,8967.655,0.970,3.787,9.745,-33.197,9.745,-33.197,15.524,1.000,0.572
12054,20.403,7567.968,8064.495,0.976,2.045,9.622,-33.247,9.622,-33.247,20.082,1.000,0.502
12055,20.295,16704.391,8067.152,0.980,2.101,9.015,-33.246,9.015,-33.246,20.204,0.999,0.430
12077,15.087,7110.720,8283.544,0.999,2.926,9.653,-33.235,9.653,-33.235,14.548,0.999,0.314
12107,20.592,14839.088,8091.761,0.981,1.951,9.139,-33.245,9.139,-33.245,20.064,1.000,0.447
12136,21.496,17073.219,8100.982,0.975,2.068,8.991,-33.244,8.991,-33.244,20.558,1.000,0.413
12138,17.186,8313.638,8166.587,0.909,2.086,9.573,-33.241,9.573,-33.241,17.199,1.000,0.530
12158,19.495,4346.428,8130.789,0.975,1.950,9.836,-33.243,9.836,-33.243,19.457,1.000,0.594
12163,17.439,16271.286,8166.293,0.896,2.155,9.044,-33.240,9.044,-33.241,17.422,1.000,0.408
12170,21.769,4017.543,8115.594,0.971,1.823,9.858,-33.244,9.858,-33.244,21.061,0.998,0.607
12194,19.610,2278.817,8158.229,0.980,1.988,9.974,-33.241,9.974,-33.241,19.546,1.000,0.506
12196,21.412,13964.782,8143.922,0.977,1.940,9.197,-33.242,9.197,-33.242,20.919,0.998,0.572
12197,19.214,12123.765,8166.026,0.982,1.939,9.320,-33.241,9.320,-33.241,18.642,1.000,0.671
12201,21.476,4921.585,8142.906,0.971,1.799,9.798,-33.242,9.798,-33.242,20.535,1.000,0.556
12215,19.860,15951.475,8166.390,0.972,2.016,9.065,-33.241,9.065,-33.241,19.607,1.000,0.474
12221,19.891,2632.828,8169.426,0.980,1.983,9.950,-33.240,9.950,-33.240,19.800,1.000,0.507
12222,20.228,15503.126,8164.970,0.986,1.982,9.095,-33.241,9.095,-33.241,19.696,1.000,0.510
12224,15.243,15308.542,8349.890,0.998,2.509,9.108,-33.230,9.108,-33.231,15.112,1.000,0.557
12246,20.687,16831.389,8175.643,0.982,2.039,9.007,-33.240,9.007,-33.240,19.933,1.000,0.395
12265,17.432,1681.747,8249.282,0.904,2.110,10.013,-33.236,10.013,-33.236,17.405,1.000,0.475
12277,17.708,4292.221,8247.273,0.924,2.048,9.840,-33.236,9.840,-33.236,17.684,1.000,0.595
12297,21.180,12144.830,8214.217,0.975,1.947,9.318,-33.238,9.318,-33.239,21.078,0.998,0.680
12300,20.675,6358.856,8218.372,0.981,1.891,9.702,-33.238,9.703,-33.238,20.554,1.000,0.525
12310,21.078,12132.753,8221.170,0.978,1.935,9.319,-33.238,9.319,-33.238,20.454,1.000,0.704
12328,20.929,3332.714,8232.998,0.979,1.903,9.903,-33.237,9.904,-33.237,20.324,1.000,0.570
12356,18.750,5873.616,8283.639,0.956,2.010,9.735,-33.235,9.735,-33.235,18.336,1.000,0.514
12407,19.457,7250.047,8302.190,0.979,2.005,9.643,-33.234,9.643,-33.234,19.216,1.000,0.482
12412,15.141,9262.133,8493.345,0.999,2.531,9.510,-33.223,9.510,-33.223,15.026,1.000,0.453
12452,19.813,16700.859,8323.171,0.979,2.090,9.016,-33.232,9.016,-33.232,19.655,1.000,0.397
12453,20.294,14245.347,8321.009,0.978,1.998,9.179,-33.232,9.179,-33.232,20.142,1.000,0.527
12496,18.777,15945.213,8369.400,0.981,2.079,9.066,-33.229,9.066,-33.229,18.017,0.999,0.468
12539,14.948,16769.531,8577.637,0.990,2.869,9.011,-33.217,9.011,-33.218,14.739,1.000,0.414
12561,21.094,4940.214,8388.964,0.975,2.054,9.797,-33.229,9.797,-33.229,21.125,0.998,0.601
12562,20.548,2441.984,8394.125,0.989,1.933,9.963,-33.228,9.963,-33.228,20.117,1.000,0.503
12613,20.836,4324.055,8424.651,0.981,1.868,9.838,-33.226,9.838,-33.227,20.530,1.000,0.613
12618,21.663,4465.018,8423.103,0.969,1.821,9.828,-33.227,9.828,-33.227,20.095,1.000,0.572
12650,19.311,13864.101,8465.076,0.988,1.951,9.204,-33.224,9.204,-33.224,18.732,1.000,0.513
12664,16.135,13384.610,8588.702,0.987,1.935,9.236,-33.218,9.236,-33.218,16.135,1.000,0.561
12687,19.725,3534.890,8482.964,0.981,1.978,9.890,-33.223,9.890,-33.223,19.685,1.000,0.588
12719,21.943,4467.866,8488.474,0.967,1.787,9.828,-33.223,9.828,-33.223,20.703,1.000,0.616
12745,16.907,9609.693,8590.613,0.847,2.271,9.487,-33.218,9.487,-33.218,16.972,1.000,0.504
12786,19.324,11689.115,8561.097,0.979,1.968,9.348,-33.219,9.349,-33.219,19.109,1.000,0.608
12787,17.260,14386.355,8598.207,0.943,2.077,9.169,-33.217,9.169,-33.217,17.255,1.000,0.550
12788,21.548,11094.244,8538.595,0.971,1.824,9.388,-33.221,9.388,-33.221,20.894,0.999,0.640
12793,19.762,2730.998,8555.465,0.980,1.995,9.943,-33.219,9.944,-33.219,19.720,1.000,0.533
12798,18.148,13486.752,8584.808,0.964,2.007,9.229,-33.218,9.229,-33.218,17.803,1.000,0.587
12808,21.082,2876.966,8550.911,0.977,1.885,9.934,-33.219,9.934,-33.219,20.692,1.000,0.549
12816,16.586,12926.427,8640.442,0.988,2.066,9.266,-33.215,9.266,-33.215,16.587,1.000,0.479
12820,20.566,8450.946,8567.017,0.981,1.937,9.564,-33.219,9.564,-33.219,20.048,1.000,0.530
12830,20.717,9441.517,8574.231,0.981,1.898,9.498,-33.219,9.498,-33.219,20.602,0.996,0.433
12847,18.356,6544.080,8622.168,0.957,2.018,9.690,-33.216,9.690,-33.216,17.742,0.999,0.517
12853,18.681,2549.157,8620.430,0.962,2.077,9.955,-33.215,9.956,-33.215,18.125,1.000,0.531
12854,20.100,3909.808,8617.617,0.928,4.361,9.865,-33.216,9.865,-33.216,20.530,0.995,0.937
12856,20.634,15866.600,8591.517,0.981,2.021,9.071,-33.217,9.071,-33.217,20.497,0.985,0.482
12863,17.783,1824.836,8646.424,0.895,2.079,10.004,-33.214,10.004,-33.214,17.699,1.000,0.498
12881,20.945,16279.884,8616.301,0.977,2.245,9.044,-33.215,9.044,-33.216,20.978,0.998,0.449
12904,13.942,10400.665,8888.914,0.971,4.654,9.434,-33.201,9.434,-33.201,13.666,1.000,0.450
12937,20.927,12843.145,8643.873,0.983,1.824,9.272,-33.215,9.272,-33.215,20.606,1.000,0.605
12952,13.709,3037.679,8918.476,0.958,5.415,9.923,-33.199,9.923,-33.199,13.509,1.000,0.460
12953,16.900,5419.461,8727.392,0.998,2.051,9.765,-33.210,9.765,-33.210,16.915,1.000,0.543
12961,20.607,7691.526,8664.524,0.980,1.984,9.614,-33.214,9.614,-33.214,20.503,1.000,0.539
12970,20.707,4116.373,8666.037,0.980,1.914,9.851,-33.213,9.852,-33.213,20.340,1.000,0.616
12987,20.389,7667.734,8678.042,0.982,1.977,9.616,-33.213,9.616,-33.213,20.010,1.000,0.554
12994,20.936,13558.630,8674.874,0.977,1.840,9.224,-33.213,9.224,-33.213,20.684,1.000,0.564
13002,14.176,11035.020,8963.052,0.981,4.207,9.392,-33.197,9.392,-33.197,13.897,1.000,0.616
13019,20.680,8813.578,8698.697,0.980,1.917,9.539,-33.212,9.540,-33.212,20.010,1.000,0.556
13029,20.717,15894.524,8706.269,0.983,2.004,9.069,-33.211,9.069,-33.211,20.549,1.000,0.473
13047,20.086,15573.533,8721.884,0.980,2.048,9.091,-33.210,9.091,-33.210,20.017,1.000,0.488
13053,19.555,8605.050,8735.403,0.970,2.027,9.553,-33.210,9.553,-33.210,19.464,0.999,0.560
13058,20.299,3079.508,8732.853,0.875,3.165,9.920,-33.209,9.920,-33.209,21.110,0.988,0.560
13061,20.640,5009.791,8723.804,0.980,2.147,9.792,-33.210,9.792,-33.210,20.360,1.000,0.581
13066,15.996,9942.060,8860.861,0.975,2.122,9.465,-33.203,9.465,-33.203,16.081,1.000,0.433
13076,19.167,13073.178,8752.951,0.979,1.941,9.257,-33.208,9.257,-33.209,18.602,1.000,0.592
13108,21.812,10355.295,8746.241,0.966,1.836,9.437,-33.209,9.437,-33.209,21.198,0.999,0.484
13142,19.657,15233.944,8789.547,0.966,2.070,9.113,-33.206,9.113,-33.206,19.634,1.000,0.508
13146,21.434,12620.989,8766.781,0.971,1.779,9.287,-33.208,9.287,-33.208,20.513,1.000,0.601
13150,14.784,10497.032,8992.245,0.992,2.997,9.428,-33.195,9.428,-33.195,14.600,1.000,0.505
13163,18.156,15235.663,8827.295,0.877,2.121,9.113,-33.204,9.113,-33.204,18.125,1.000,0.502
13188,20.813,10001.345,8798.780,0.979,1.852,9.461,-33.206,9.461,-33.206,20.152,1.000,0.453
13193,16.290,3227.073,8926.603,0.908,2.207,9.910,-33.198,9.911,-33.198,16.325,1.000,0.584
13194,12.835,12467.973,9184.120,0.845,8.576,9.297,-33.185,9.297,-33.185,12.448,1.000,0.624
13205,19.688,11628.643,8822.561,0.977,1.947,9.353,-33.205,9.353,-33.205,18.951,1.000,0.655
13234,18.722,1815.419,8854.334,0.949,2.036,10.004,-33.202,10.004,-33.202,18.714,1.000,0.500
13261,18.429,8597.277,8883.019,0.914,2.042,9.554,-33.201,9.554,-33.202,17.919,1.000,0.511
13264,20.647,9762.416,8854.216,0.980,1.918,9.476,-33.203,9.477,-33.203,20.583,1.000,0.402
13282,20.503,1973.886,8869.299,0.984,1.985,9.994,-33.201,9.994,-33.201,20.409,1.000,0.499
13288,16.546,15021.873,8952.397,0.916,2.178,9.127,-33.197,9.127,-33.197,16.523,1.000,0.500
13300,21.550,8782.495,8871.655,0.973,1.865,9.542,-33.202,9.542,-33.202,20.706,1.000,0.580
13302,21.643,1615.287,8871.099,0.972,1.904,10.017,-33.201,10.018,-33.201,20.501,1.000,0.524
13315,14.392,13527.934,9118.772,0.982,3.709,9.226,-33.188,9.227,-33.188,14.158,1.000,0.516
13335,18.460,10294.633,8938.583,0.959,2.000,9.441,-33.198,9.441,-33.198,17.989,1.000,0.461
13344,19.902,16332.225,8923.855,0.971,2.115,9.040,-33.198,9.040,-33.198,19.783,1.000,0.339
13353,17.253,8224.013,8972.656,0.896,2.120,9.579,-33.196,9.579,-33.197,17.202,1.000,0.527
13368,17.736,3432.428,8982.050,0.918,2.061,9.897,-33.195,9.897,-33.195,17.678,1.000,0.548
13386,19.911,8560.429,8946.683,0.978,1.939,9.556,-33.198,9.556,-33.198,19.819,1.000,0.545
13405,20.818,4349.194,8947.113,0.979,1.843,9.836,-33.197,9.836,-33.198,20.007,1.000,0.578
13451,21.050,16651.070,8973.367,0.980,2.008,9.019,-33.196,9.019,-33.196,20.493,1.000,0.407
13453,20.642,3861.390,8981.138,0.966,2.127,9.868,-33.195,9.868,-33.196,20.091,1.000,0.690
13464,20.105,12159.958,8993.497,0.980,1.893,9.317,-33.195,9.317,-33.195,19.496,1.000,0.581
13478,19.082,10289.165,9013.271,0.980,1.975,9.441,-33.194,9.442,-33.194,19.008,1.000,0.432
13509,17.979,1957.395,9054.550,0.999,2.047,9.995,-33.191,9.995,-33.191,17.879,1.000,0.265
13516,20.297,12394.193,9022.255,0.981,1.882,9.302,-33.194,9.302,-33.194,19.759,1.000,0.595
13527,19.142,10912.845,9046.901,0.990,1.953,9.400,-33.192,9.400,-33.192,19.039,1.000,0.583
13529,17.852,16166.605,9067.630,0.958,2.193,9.051,-33.190,9.051,-33.191,17.831,1.000,0.447
13531,15.888,12292.209,9189.653,0.998,2.042,9.309,-33.184,9.309,-33.184,15.635,0.998,0.599
13560,20.532,13107.462,9047.422,0.981,1.853,9.254,-33.192,9.255,-33.192,20.101,1.000,0.557
13576,21.281,3765.912,9056.034,0.977,1.881,9.875,-33.191,9.875,-33.191,21.095,0.998,0.578
13590,19.743,7282.161,9081.079,0.978,2.041,9.641,-33.190,9.641,-33.190,19.636,1.000,0.533
13604,19.497,8706.315,9095.345,0.961,2.010,9.547,-33.190,9.547,-33.190,19.472,1.000,0.553
13650,19.278,8430.992,9137.103,0.984,2.056,9.565,-33.187,9.565,-33.187,19.180,1.000,0.552
13653,19.676,7915.079,9136.416,0.948,2.070,9.599,-33.187,9.599,-33.187,19.606,1.000,0.541
13663,18.702,10613.508,9150.913,0.959,2.023,9.420,-33.187,9.420,-33.187,18.616,1.000,0.509
13682,19.390,10847.950,9152.332,0.976,1.989,9.404,-33.186,9.405,-33.187,19.368,1.000,0.535
13690,17.127,14447.254,9198.396,0.998,2.079,9.165,-33.183,9.166,-33.184,16.847,0.999,0.510
13706,18.932,9565.567,9167.706,0.979,1.988,9.490,-33.186,9.490,-33.186,18.662,1.000,0.401
13736,18.723,14602.195,9248.832,0.947,2.046,9.155,-33.181,9.155,-33.181,18.669,1.000,0.413
13738,18.698,7635.879,9192.259,0.943,2.075,9.618,-33.184,9.618,-33.184,18.652,1.000,0.541
13740,20.701,4578.640,9163.414,0.981,1.873,9.821,-33.185,9.821,-33.186,20.261,1.000,0.606
13772,20.151,12216.276,9196.212,0.981,1.915,9.314,-33.184,9.314,-33.184,19.772,1.000,0.597
13775,20.354,5568.239,9191.878,0.980,1.941,9.755,-33.184,9.755,-33.184,19.592,1.000,0.566
13783,21.050,14216.986,9190.386,0.979,1.914,9.181,-33.184,9.181,-33.184,21.002,0.999,0.507
13786,20.670,5545.794,9195.468,0.980,1.884,9.756,-33.184,9.756,-33.184,19.840,1.000,0.537
13809,21.464,14473.502,9208.316,0.974,3.068,9.164,-33.183,9.164,-33.183,21.061,0.999,0.478
13820,18.156,16007.306,9260.820,0.932,2.114,9.062,-33.180,9.062,-33.180,18.088,1.000,0.434
13822,18.771,3254.289,9252.030,0.930,2.117,9.908,-33.180,9.909,-33.180,18.794,1.000,0.644
13834,20.220,11668.943,9234.137,0.980,2.125,9.350,-33.182,9.350,-33.182,19.453,1.000,0.657
13835,20.466,2956.394,9232.157,0.981,1.935,9.928,-33.181,9.928,-33.181,19.707,1.000,0.551
13851,15.231,8570.029,9447.387,0.998,2.482,9.556,-33.170,9.556,-33.170,15.131,1.000,0.585
13895,21.171,13066.840,9266.657,0.971,1.931,9.257,-33.180,9.257,-33.180,20.670,1.000,0.554
13896,22.073,6277.855,9261.009,0.963,1.763,9.708,-33.180,9.708,-33.180,21.213,0.999,0.514
13910,17.702,17148.920,9324.120,0.910,2.223,8.986,-33.176,8.986,-33.176,17.148,0.998,0.403
13937,20.275,1915.032,9298.514,0.981,1.958,9.997,-33.177,9.997,-33.177,20.132,1.000,0.496
13966,18.206,6633.671,9349.006,0.950,2.050,9.684,-33.175,9.684,-33.176,17.674,0.999,0.550
13980,17.330,16147.305,9368.074,0.932,2.164,9.053,-33.174,9.053,-33.174,17.331,1.000,0.361
13988,17.115,15132.364,9473.353,0.992,2.112,9.120,-33.168,9.120,-33.168,16.959,0.999,0.509
14003,20.577,16069.774,9332.951,0.981,2.042,9.058,-33.176,9.058,-33.176,20.522,1.000,0.444
14008,17.402,12100.214,9412.887,0.840,2.198,9.321,-33.172,9.321,-33.172,16.952,0.996,0.686
14012,19.965,2211.331,9345.967,0.982,1.933,9.978,-33.175,9.978,-33.175,18.801,1.000,0.506
14038,19.297,10094.698,9380.020,0.949,2.043,9.454,-33.174,9.455,-33.174,19.281,1.000,0.377
14055,20.911,11419.812,9366.129,0.983,1.928,9.366,-33.175,9.367,-33.175,20.935,0.999,0.529
14065,16.187,11705.004,9507.121,0.942,1.938,9.348,-33.167,9.348,-33.167,16.183,1.000,0.567
14069,18.622,16096.780,9405.065,0.970,2.115,9.056,-33.172,9.056,-33.172,18.450,1.000,0.469
14070,19.940,16788.773,9407.858,0.980,2.085,9.010,-33.171,9.010,-33.171,19.421,1.000,0.318
14078,20.331,11450.358,9391.933,0.980,1.937,9.364,-33.173,9.365,-33.173,19.400,1.000,0.610
14082,15.350,2379.144,9724.170,0.999,2.503,9.966,-33.154,9.967,-33.154,15.280,0.993,0.479
14109,20.359,11452.266,9405.885,0.979,1.955,9.364,-33.172,9.364,-33.172,20.261,0.994,0.587
14122,21.190,14558.743,9406.011,0.979,1.987,9.158,-33.172,9.158,-33.172,20.757,1.000,0.476
14146,21.411,12022.635,9417.887,0.967,1.845,9.326,-33.172,9.327,-33.172,20.612,1.000,0.556
14150,20.273,15401.845,9428.693,0.981,2.032,9.102,-33.171,9.102,-33.171,20.177,1.000,0.490
14177,17.271,3966.385,9509.506,0.990,2.065,9.861,-33.166,9.861,-33.166,17.287,1.000,0.615
14178,17.334,14395.470,9495.752,0.918,2.077,9.169,-33.167,9.169,-33.167,17.352,1.000,0.506
14183,13.658,2386.297,9749.924,0.933,5.650,9.966,-33.152,9.966,-33.153,13.455,1.000,0.491
14189,19.136,9761.918,9472.617,0.973,1.999,9.476,-33.169,9.477,-33.169,19.123,1.000,0.379
14220,17.880,11347.941,9506.546,0.937,1.992,9.371,-33.167,9.371,-33.167,17.665,1.000,0.535
14235,21.698,6604.658,9468.213,0.972,2.114,9.686,-33.169,9.686,-33.169,21.095,1.000,0.555
14240,18.842,12215.873,9503.636,0.963,1.967,9.314,-33.167,9.314,-33.167,18.565,1.000,0.552
14249,20.865,17157.111,9484.675,0.983,2.072,8.986,-33.167,8.986,-33.167,20.896,0.998,0.424
14255,20.528,3118.101,9490.038,0.981,1.905,9.917,-33.167,9.918,-33.167,20.027,1.000,0.612
14275,17.409,10503.193,9550.223,0.916,2.076,9.427,-33.164,9.427,-33.164,17.388,1.000,0.460
14277,19.917,5311.342,9512.197,0.971,2.007,9.772,-33.166,9.772,-33.166,19.822,1.000,0.585
14280,21.395,13535.494,9495.626,0.975,1.844,9.226,-33.167,9.226,-33.167,20.939,1.000,0.506
14284,20.323,3521.419,9511.296,0.981,1.941,9.891,-33.166,9.891,-33.166,20.045,1.000,0.636
14290,18.755,7763.832,9544.062,0.985,2.048,9.609,-33.165,9.609,-33.165,18.160,0.996,0.527
14301,19.609,11516.986,9536.104,0.984,1.914,9.360,-33.165,9.360,-33.165,19.289,1.000,0.580
14322,21.529,3832.458,9530.963,0.981,1.827,9.870,-33.165,9.870,-33.165,20.768,1.000,0.661
14338,20.673,15219.131,9547.740,0.980,1.999,9.114,-33.164,9.114,-33.164,19.885,1.000,0.492
14358,14.963,6186.279,9759.662,0.998,2.720,9.714,-33.153,9.714,-33.153,14.851,0.998,0.542
14363,19.735,10975.771,9575.365,0.982,1.936,9.396,-33.163,9.396,-33.163,19.623,1.000,0.529
14366,21.336,17127.580,9562.315,0.980,2.050,8.988,-33.163,8.988,-33.163,20.689,1.000,0.408
14369,19.457,6720.106,9582.614,0.969,2.011,9.678,-33.162,9.678,-33.163,19.365,1.000,0.531
14373,20.569,12365.736,9577.596,0.980,1.941,9.304,-33.163,9.304,-33.163,20.382,1.000,0.555
14383,16.624,9316.079,9687.678,0.887,2.172,9.506,-33.157,9.506,-33.157,16.643,1.000,0.380
14388,19.757,12209.167,9594.749,0.979,1.939,9.314,-33.162,9.314,-33.162,19.727,1.000,0.554
14397,16.659,9289.126,9677.548,0.878,2.124,9.508,-33.157,9.508,-33.157,16.649,1.000,0.410
14398,15.932,7854.884,9743.146,0.978,2.090,9.603,-33.154,9.603,-33.154,15.965,1.000,0.540
14406,17.669,11535.138,9635.354,0.937,2.003,9.359,-33.160,9.359,-33.160,17.597,1.000,0.556
14415,19.209,4685.358,9615.798,0.968,1.973,9.813,-33.160,9.813,-33.160,18.129,1.000,0.374
14416,20.887,7817.388,9594.425,0.980,1.938,9.606,-33.162,9.606,-33.162,20.199,1.000,0.537
14425,19.015,16074.528,9620.258,0.957,2.066,9.058,-33.160,9.058,-33.160,18.908,1.000,0.435
14429,17.671,14154.994,9652.363,0.943,2.087,9.185,-33.158,9.185,-33.158,17.642,1.000,0.477
14454,18.444,4219.651,9651.007,0.941,2.038,9.844,-33.158,9.844,-33.158,18.204,1.000,0.647
14502,16.831,13774.178,9720.470,0.998,2.052,9.210,-33.155,9.210,-33.155,16.517,0.998,0.480
14503,20.819,6000.075,9650.188,0.981,1.875,9.726,-33.159,9.726,-33.159,20.233,1.000,0.523
14512,16.337,9184.602,9785.647,0.982,2.187,9.515,-33.151,9.515,-33.151,16.149,0.999,0.352
14516,17.249,8433.844,9716.385,0.948,2.095,9.565,-33.155,9.565,-33.155,17.245,1.000,0.554
14529,16.518,8794.991,9751.731,0.934,2.141,9.541,-33.153,9.541,-33.153,16.471,1.000,0.528
14548,19.489,8060.597,9694.478,0.930,2.028,9.589,-33.156,9.590,-33.156,19.436,1.000,0.571
14551,21.303,7852.519,9677.006,0.975,1.978,9.603,-33.157,9.603,-33.157,20.904,1.000,0.564
14557,20.770,16095.506,9686.644,0.981,1.985,9.056,-33.156,9.056,-33.156,20.645,1.000,0.438
14582,17.509,12364.348,9766.216,0.927,2.048,9.304,-33.152,9.304,-33.152,17.457,1.000,0.502
14616,19.860,8344.353,9741.448,0.971,2.112,9.571,-33.154,9.571,-33.154,19.671,1.000,0.585
14623,19.023,6233.404,9779.551,0.876,2.189,9.711,-33.151,9.711,-33.152,18.658,1.000,0.537
14626,20.970,16648.490,9734.781,0.981,1.976,9.020,-33.153,9.020,-33.153,20.813,0.984,0.428
14666,20.651,13966.918,9766.796,0.981,1.933,9.197,-33.152,9.198,-33.152,20.043,1.000,0.516
14697,20.013,7061.911,9784.800,0.991,2.041,9.656,-33.151,9.656,-33.151,19.821,1.000,0.523
14700,16.596,12404.586,9862.284,0.893,2.071,9.301,-33.147,9.301,-33.147,16.625,1.000,0.501
14704,15.911,4494.592,9941.445,0.992,2.032,9.826,-33.142,9.826,-33.142,15.881,1.000,0.644
14705,20.253,4917.754,9791.854,0.982,1.933,9.798,-33.151,9.798,-33.151,20.199,1.000,0.619
14711,19.689,11987.166,9800.971,0.984,1.940,9.329,-33.150,9.329,-33.150,19.215,1.000,0.488
14718,21.268,16020.655,9785.189,0.977,2.037,9.061,-33.151,9.061,-33.151,20.532,1.000,0.455
14732,14.061,7310.299,10063.197,0.923,4.495,9.639,-33.136,9.639,-33.136,13.648,1.000,0.508
14750,15.473,8233.772,9993.425,0.998,2.281,9.578,-33.140,9.578,-33.140,15.337,1.000,0.593
14783,21.297,12973.732,9824.431,0.973,1.860,9.263,-33.149,9.263,-33.149,21.133,0.998,0.514
14786,20.623,8559.535,9836.514,0.983,1.998,9.556,-33.148,9.556,-33.149,20.673,1.000,0.570
14792,20.691,14022.702,9835.600,0.981,1.906,9.194,-33.148,9.194,-33.148,20.058,1.000,0.498
14800,21.203,3296.554,9839.647,0.979,1.947,9.905,-33.148,9.906,-33.148,20.841,0.999,0.640
14803,16.899,1631.436,9908.699,0.990,2.114,10.016,-33.143,10.016,-33.144,16.896,1.000,0.513
14809,20.809,6314.303,9849.536,0.982,1.971,9.705,-33.148,9.705,-33.148,20.737,1.000,0.540
14817,19.601,12001.975,9870.171,0.989,1.952,9.328,-33.147,9.328,-33.147,19.428,1.000,0.533
14832,16.566,11906.636,9937.968,0.914,2.083,9.334,-33.143,9.334,-33.143,16.556,1.000,0.498
14850,19.968,4701.899,9883.917,0.980,1.936,9.812,-33.145,9.812,-33.146,19.717,1.000,0.608
14886,19.452,3955.050,9908.306,0.974,1.996,9.862,-33.144,9.862,-33.144,19.315,1.000,0.654
14894,18.457,4011.273,9930.883,0.942,2.027,9.858,-33.143,9.858,-33.143,18.093,1.000,0.618
14918,15.196,14000.775,10106.914,0.998,2.578,9.195,-33.133,9.195,-33.133,15.052,1.000,0.469
14923,14.072,7402.205,10207.530,0.974,4.542,9.633,-33.128,9.633,-33.128,13.787,0.999,0.476
14933,15.632,13857.708,10091.388,0.990,2.211,9.205,-33.134,9.205,-33.134,15.539,1.000,0.477
